job_id,job_title,extracted_skills,experience_level,extracted_job_skills_count,role_category,extracted_requirements,extracted_responsibilities
f39d75cb-e470-4103-8de1-4cac3f9cef98,backend developer,"jira, vue.js, python, fastapi",entry level,4,backend developer,teknis wajib menguasai jira vuejs python serta fastapi memiliki kemampuan problem solving yang baik sangat diutamakan,
715f636d-2191-4d73-87b9-775272292359,product manager,"project management, jira, negosiasi, leadership, problem solving",,5,product manager,teknis wajib menguasai project management jira negosiasi leadership serta problem solving memiliki kemampuan problem solving yang baik sangat diutamakan,
d5db5b89-0826-4ce0-82a9-5edcc629e814,product manager,"negosiasi, leadership, agile, jira",senior level,4,product manager,teknis wajib menguasai negosiasi leadership agile serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
d6b9bc2c-eb85-44ed-b9c8-6c2260f924bf,ui/ux designer,"ui/ux, adobe illustrator, design system, strategic planning, wireframing, agile, user research, prototyping",senior level,8,ux / ui designer,teknis wajib menguasai uiux adobe illustrator design system strategic planning wireframing agile user research serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
6b3c1446-eccd-4985-9cc6-f4dc52abc9cf,it recruiter,"negosiasi, project management, agile, jira",entry level,4,hr / recruiter,teknis wajib menguasai negosiasi project management agile serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
1460cbe8-7490-4fee-98d5-c15abaa36f5f,product manager,"project management, jira, negosiasi, strategic planning, agile, komunikasi",senior level,6,product manager,teknis wajib menguasai project management jira negosiasi strategic planning agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
ece6446b-8db7-4c48-8568-a69cb45c0609,data analyst,"project management, data visualization, r, tensorflow, sql",,5,data analyst,teknis wajib menguasai project management data visualization r tensorflow serta sql memiliki kemampuan problem solving yang baik sangat diutamakan,
8c02d7cb-69ed-4a11-a494-7619afff4ba3,ui/ux designer,"ui/ux, photoshop, adobe illustrator, negosiasi, design system, leadership, user research, figma",,8,ux / ui designer,teknis wajib menguasai uiux photoshop adobe illustrator negosiasi design system leadership user research serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
91585f36-5035-46b5-a5bc-55cb84d16e0c,product manager,"project management, scrum, problem solving, strategic planning, leadership",entry level,5,product manager,teknis wajib menguasai project management scrum problem solving strategic planning serta leadership memiliki kemampuan problem solving yang baik sangat diutamakan,
587c987b-919f-42ec-a82e-d4cfbe89a056,data scientist,"statistika, data visualization, scrum, python, agile, tensorflow, sql",,7,researcher,teknis wajib menguasai statistika data visualization scrum python agile tensorflow serta sql memiliki kemampuan problem solving yang baik sangat diutamakan,
39cef98d-c080-491c-9bf8-7ab78034006e,machine learning engineer,"project management, scikit-learn, python, tensorflow, sql, pandas",senior level,6,data scientist / ml engineer,teknis wajib menguasai project management scikitlearn python tensorflow sql serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
8b5b020f-5b67-4b63-a3f5-06f287e12fb1,machine learning engineer,"project management, jira, data visualization, python, tensorflow, pandas, tableau",entry level,7,data scientist / ml engineer,teknis wajib menguasai project management jira data visualization python tensorflow pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
ce710e76-e44a-483e-a423-b68e4ef9f865,devops engineer,"postgresql, mongodb, fastapi, jira",,4,devops / cloud engineer,teknis wajib menguasai postgresql mongodb fastapi serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
91f47f14-bf18-4976-8e2e-cd88e58a3e47,frontend developer,"git, mongodb, problem solving, docker",senior level,4,frontend developer,teknis wajib menguasai git mongodb problem solving serta docker memiliki kemampuan problem solving yang baik sangat diutamakan,
6d39c3c4-0457-4009-8975-b9af0f9bbcbd,frontend developer,"react, git, fastapi, vue.js, python, leadership, mongodb",senior level,7,frontend developer,teknis wajib menguasai react git fastapi vuejs python leadership serta mongodb memiliki kemampuan problem solving yang baik sangat diutamakan,
bfbed464-a13d-4c90-86a6-280153112e9f,ui/ux designer,"jira, photoshop, scrum, design system, user research, figma, prototyping",,7,ux / ui designer,teknis wajib menguasai jira photoshop scrum design system user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
19927c96-a47f-42d2-a633-727dffa7833b,product manager,"problem solving, komunikasi, agile, jira",entry level,4,product manager,teknis wajib menguasai problem solving komunikasi agile serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
3dec7a7e-d9fa-4ff7-b9c3-1facbdb805da,data scientist,"project management, statistika, scikit-learn, leadership, sql, pandas",,6,researcher,teknis wajib menguasai project management statistika scikitlearn leadership sql serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
55e711c4-d4fb-4015-9365-cff4182e7b49,it recruiter,"jira, project management, strategic planning",,3,hr / recruiter,teknis wajib menguasai jira project management serta strategic planning memiliki kemampuan problem solving yang baik sangat diutamakan,
ec4d6823-7e63-40f9-bbc1-b8f30288bcad,data scientist,"statistika, data visualization, tensorflow, project management",,4,researcher,teknis wajib menguasai statistika data visualization tensorflow serta project management memiliki kemampuan problem solving yang baik sangat diutamakan,
74e5f07a-61ce-45a6-8ea5-1822dade4c49,frontend developer,"javascript, react, typescript, problem solving, strategic planning, redis",entry level,6,frontend developer,teknis wajib menguasai javascript react typescript problem solving strategic planning serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
28ea28ae-b1a7-4cf5-af1d-86ec411587af,full stack developer,"postgresql, javascript, jira, git, redis, node.js, nuxt.js",,7,fullstack developer,teknis wajib menguasai postgresql javascript jira git redis nodejs serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
7df364b4-2a07-4021-9823-ed9a9d8c01b6,full stack developer,"negosiasi, vue.js, node.js, javascript",senior level,4,fullstack developer,teknis wajib menguasai negosiasi vuejs nodejs serta javascript memiliki kemampuan problem solving yang baik sangat diutamakan,
634d51e0-b1f2-4a79-95f5-4028ea5ddcda,it recruiter,"project management, jira, negosiasi, problem solving, agile",senior level,5,hr / recruiter,teknis wajib menguasai project management jira negosiasi problem solving serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
aafb1c83-2823-4e2c-87ba-fd5edc72c429,it recruiter,"project management, scrum, negosiasi, problem solving, agile, komunikasi",,6,hr / recruiter,teknis wajib menguasai project management scrum negosiasi problem solving agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
d5240e98-e984-4681-9af1-a93ce52c22b3,full stack developer,"docker, mongodb, project management, typescript",,4,fullstack developer,teknis wajib menguasai docker mongodb project management serta typescript memiliki kemampuan problem solving yang baik sangat diutamakan,
b9609c81-4f18-40f3-9d27-d1e3c28839f4,backend developer,"javascript, git, fastapi, strategic planning, mongodb, komunikasi, redis",entry level,7,backend developer,teknis wajib menguasai javascript git fastapi strategic planning mongodb komunikasi serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
1ec9eeca-1154-4d61-887d-577b89a0a7ff,it recruiter,"leadership, strategic planning, agile, scrum",entry level,4,hr / recruiter,teknis wajib menguasai leadership strategic planning agile serta scrum memiliki kemampuan problem solving yang baik sangat diutamakan,
98dbc108-164c-43f7-854b-bb787b566c60,data scientist,"jira, scikit-learn, r, komunikasi, pandas, tableau",,6,researcher,teknis wajib menguasai jira scikitlearn r komunikasi pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
ef28e62c-7e63-41fb-b253-1dc76d679a8b,machine learning engineer,"powerbi, scikit-learn, scrum, python, strategic planning, tensorflow, sql, tableau",entry level,8,data scientist / ml engineer,teknis wajib menguasai powerbi scikitlearn scrum python strategic planning tensorflow sql serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
5109818f-2a96-44cd-96dc-849a07dbab05,ui/ux designer,"photoshop, leadership, adobe illustrator, wireframing",,4,ux / ui designer,teknis wajib menguasai photoshop leadership adobe illustrator serta wireframing memiliki kemampuan problem solving yang baik sangat diutamakan,
ba7738f0-ee05-41f3-935d-1db6c743a57c,backend developer,"git, vue.js, agile, komunikasi, node.js",senior level,5,backend developer,teknis wajib menguasai git vuejs agile komunikasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
e410e119-6ffd-4b9a-afa2-c4e0a981d603,data analyst,"powerbi, tensorflow, problem solving, r",,4,data analyst,teknis wajib menguasai powerbi tensorflow problem solving serta r memiliki kemampuan problem solving yang baik sangat diutamakan,
ffb7dfe9-4c4a-4e37-8db7-909b25585f1d,machine learning engineer,"statistika, python, strategic planning, r, tensorflow, sql, pandas",,7,data scientist / ml engineer,teknis wajib menguasai statistika python strategic planning r tensorflow sql serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
990f126b-2a1b-4386-a2d4-18e03513b8a5,devops engineer,"javascript, react, fastapi, python, mongodb, komunikasi",,6,devops / cloud engineer,teknis wajib menguasai javascript react fastapi python mongodb serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
144f91fe-f598-46b8-834c-fd8043eec749,data scientist,"jira, powerbi, data visualization, agile, tensorflow",,5,researcher,teknis wajib menguasai jira powerbi data visualization agile serta tensorflow memiliki kemampuan problem solving yang baik sangat diutamakan,
0924b5ee-dff0-4314-ab7c-b73a2f4cae08,ui/ux designer,"adobe illustrator, design system, agile, wireframing, user research",senior level,5,ux / ui designer,teknis wajib menguasai adobe illustrator design system agile wireframing serta user research memiliki kemampuan problem solving yang baik sangat diutamakan,
7002b205-9e2f-437d-9e31-21d22cc1457f,data analyst,"tensorflow, r, komunikasi, tableau",,4,data analyst,teknis wajib menguasai tensorflow r komunikasi serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
a65f4631-f830-4e2e-9c1e-eaae5dcb18fa,machine learning engineer,"powerbi, scikit-learn, agile, r, sql, pandas, tableau",senior level,7,data scientist / ml engineer,teknis wajib menguasai powerbi scikitlearn agile r sql pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
efe4e5f8-f6d8-42a6-a327-5dc190a64508,frontend developer,"docker, javascript, react, agile, redis, node.js",entry level,6,frontend developer,teknis wajib menguasai docker javascript react agile redis serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
af4023ac-5cfe-43f6-bd5a-b4a145906c72,devops engineer,"scrum, vue.js, redis, typescript",,4,devops / cloud engineer,teknis wajib menguasai scrum vuejs redis serta typescript memiliki kemampuan problem solving yang baik sangat diutamakan,
7c9feb5b-d396-49b5-b5f4-4522bef9c738,devops engineer,"react, strategic planning, agile, node.js, nuxt.js",,5,devops / cloud engineer,teknis wajib menguasai react strategic planning agile nodejs serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
cec91cd7-0f6c-4f0f-a262-aaa80b2f8b61,backend developer,"vue.js, python, mongodb, project management",senior level,4,backend developer,teknis wajib menguasai vuejs python mongodb serta project management memiliki kemampuan problem solving yang baik sangat diutamakan,
13399282-f610-4684-9f6f-a03dda020ef1,ui/ux designer,"project management, ui/ux, adobe illustrator, negosiasi, prototyping",,5,ux / ui designer,teknis wajib menguasai project management uiux adobe illustrator negosiasi serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
329e208a-3caa-44cc-9a70-c13f1ca9f521,data analyst,"powerbi, machine learning, python, strategic planning, agile, r, pandas",senior level,7,data analyst,teknis wajib menguasai powerbi machine learning python strategic planning agile r serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
19353565-3afb-483b-aeff-f96f0de3b1c1,backend developer,"react, git, problem solving, agile, nuxt.js",,5,backend developer,teknis wajib menguasai react git problem solving agile serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
a64f0da0-1184-46fe-bf0b-4c26c9ea8ff0,ui/ux designer,"project management, ui/ux, komunikasi, adobe illustrator, user research, figma, prototyping",senior level,7,ux / ui designer,teknis wajib menguasai project management uiux komunikasi adobe illustrator user research figma serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
ff0f5286-2556-43b1-b230-ac77b561b950,it recruiter,"scrum, negosiasi, problem solving, leadership, agile, strategic planning, komunikasi",senior level,7,hr / recruiter,teknis wajib menguasai scrum negosiasi problem solving leadership agile strategic planning serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
354d47eb-bc3d-43fa-b903-8643916ac4ab,product manager,"jira, scrum, problem solving, strategic planning, agile",,5,product manager,teknis wajib menguasai jira scrum problem solving strategic planning serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
84735b66-cd32-4ae0-af0d-8c12e9715071,product manager,"scrum, negosiasi, problem solving, jira",entry level,4,product manager,teknis wajib menguasai scrum negosiasi problem solving serta jira memiliki kemampuan problem solving yang baik sangat diutamakan,
471295d0-871d-4e8d-a31b-be6c915057fa,product manager,"project management, negosiasi, leadership, strategic planning, agile, komunikasi",,6,product manager,teknis wajib menguasai project management negosiasi leadership strategic planning agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
6ad78999-4a73-473e-b290-797df6ddf3ee,frontend developer,"postgresql, git, fastapi, typescript, vue.js, problem solving, komunikasi",entry level,7,frontend developer,teknis wajib menguasai postgresql git fastapi typescript vuejs problem solving serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
e1ea24e9-869d-4410-84a7-778044ef748f,ui/ux designer,"jira, ui/ux, photoshop, user research, figma",entry level,5,ux / ui designer,teknis wajib menguasai jira uiux photoshop user research serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
051e829a-7824-4aa4-b709-4dc12eaf2b74,backend developer,"postgresql, javascript, typescript, strategic planning, nuxt.js",,5,backend developer,teknis wajib menguasai postgresql javascript typescript strategic planning serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
e0ae1241-9e95-48df-935e-384f9fd36a9c,backend developer,"project management, fastapi, typescript, leadership, python, mongodb, node.js",,7,backend developer,teknis wajib menguasai project management fastapi typescript leadership python mongodb serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
886f4abb-b8c6-4ecc-b036-2c94c26c59c0,devops engineer,"docker, fastapi, typescript, scrum, python, redis, komunikasi, nuxt.js",senior level,8,devops / cloud engineer,teknis wajib menguasai docker fastapi typescript scrum python redis komunikasi serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
fbe3380a-65d0-42a8-86a2-e505e595f3e7,machine learning engineer,"project management, data visualization, machine learning, python, tensorflow, sql",entry level,6,data scientist / ml engineer,teknis wajib menguasai project management data visualization machine learning python tensorflow serta sql memiliki kemampuan problem solving yang baik sangat diutamakan,
9abc3c62-da5d-441f-8c47-924f47755d80,product manager,"project management, negosiasi, problem solving, agile, komunikasi",,5,product manager,teknis wajib menguasai project management negosiasi problem solving agile serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
26e6cc67-0b7f-49cc-8be5-acf9c2371191,product manager,"project management, jira, scrum, negosiasi, leadership, strategic planning, agile",entry level,7,product manager,teknis wajib menguasai project management jira scrum negosiasi leadership strategic planning serta agile memiliki kemampuan problem solving yang baik sangat diutamakan,
3e38d4bf-253a-4720-9192-dd96e8c00ed1,ui/ux designer,"ui/ux, photoshop, negosiasi, wireframing, user research, figma",entry level,6,ux / ui designer,teknis wajib menguasai uiux photoshop negosiasi wireframing user research serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
c394720e-dbd0-460b-acb9-422eddb1f61b,machine learning engineer,"powerbi, data visualization, scrum, machine learning, python, agile, tableau",entry level,7,data scientist / ml engineer,teknis wajib menguasai powerbi data visualization scrum machine learning python agile serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
cc46dee2-b783-48d0-98bc-2e26fb2e1f47,data scientist,"statistika, powerbi, data visualization, leadership, strategic planning",senior level,5,researcher,teknis wajib menguasai statistika powerbi data visualization leadership serta strategic planning memiliki kemampuan problem solving yang baik sangat diutamakan,
d6556f9d-7347-4a67-bb8b-477e4de574b1,data scientist,"jira, scikit-learn, machine learning, python, strategic planning, r, tensorflow, tableau",,8,researcher,teknis wajib menguasai jira scikitlearn machine learning python strategic planning r tensorflow serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
e9b25cf9-3b59-4ca0-9338-987f3b9c5d60,backend developer,"postgresql, react, fastapi, scrum, negosiasi",,5,backend developer,teknis wajib menguasai postgresql react fastapi scrum serta negosiasi memiliki kemampuan problem solving yang baik sangat diutamakan,
a386bec8-e5be-49c3-aa0a-e95ad7586b7b,machine learning engineer,"powerbi, negosiasi, tensorflow, pandas, tableau",senior level,5,data scientist / ml engineer,teknis wajib menguasai powerbi negosiasi tensorflow pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
0c36eafd-91d6-4f4f-9538-8fdc677c0564,backend developer,"javascript, docker, scrum, leadership, redis",entry level,5,backend developer,teknis wajib menguasai javascript docker scrum leadership serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
509b11bc-f4a6-48c8-bc41-f169f12b7640,data scientist,"scikit-learn, python, scrum, r",senior level,4,researcher,teknis wajib menguasai scikitlearn python scrum serta r memiliki kemampuan problem solving yang baik sangat diutamakan,
d004b247-ac83-4962-8119-b026215f4e50,data scientist,"jira, scikit-learn, leadership, python, r, pandas, tableau",senior level,7,researcher,teknis wajib menguasai jira scikitlearn leadership python r pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
6a1b9586-e363-4b47-bb48-53f1b2e40d64,product manager,"project management, jira, scrum, negosiasi, leadership, komunikasi",senior level,6,product manager,teknis wajib menguasai project management jira scrum negosiasi leadership serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
5ef6080d-c835-4769-82e9-33fee3a207bd,ui/ux designer,"ui/ux, adobe illustrator, negosiasi, leadership, user research",senior level,5,ux / ui designer,teknis wajib menguasai uiux adobe illustrator negosiasi leadership serta user research memiliki kemampuan problem solving yang baik sangat diutamakan,
749c0cc9-8b20-4a12-aa1b-e59067dd6afb,full stack developer,"project management, javascript, react, leadership, redis",entry level,5,fullstack developer,teknis wajib menguasai project management javascript react leadership serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
d29462d1-fa25-4508-bca3-6146c689c448,data analyst,"powerbi, data visualization, negosiasi, problem solving, tableau",,5,data analyst,teknis wajib menguasai powerbi data visualization negosiasi problem solving serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
281a8196-67dc-4cae-86d2-7b55888cbd8e,ui/ux designer,"ui/ux, photoshop, design system, leadership, strategic planning, user research, prototyping",,7,ux / ui designer,teknis wajib menguasai uiux photoshop design system leadership strategic planning user research serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
de7e9005-5c68-4943-b474-6ecb24baf00e,ui/ux designer,"ui/ux, photoshop, agile, user research, figma",,5,ux / ui designer,teknis wajib menguasai uiux photoshop agile user research serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
518c9c9b-7d5c-4cd9-8d77-c629c14f9323,devops engineer,"git, typescript, vue.js, redis, komunikasi, node.js",,6,devops / cloud engineer,teknis wajib menguasai git typescript vuejs redis komunikasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
da236d57-27fa-416a-92d8-7d01585180e6,backend developer,"nuxt.js, mongodb, jira, javascript",,4,backend developer,teknis wajib menguasai nuxtjs mongodb jira serta javascript memiliki kemampuan problem solving yang baik sangat diutamakan,
afd4fbfe-d1bc-4b65-9caa-60a4b409ea5a,backend developer,"docker, git, vue.js, python, agile, node.js",,6,backend developer,teknis wajib menguasai docker git vuejs python agile serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
bc092ebe-6ef4-4747-8635-3db823f1a19f,ui/ux designer,"ui/ux, photoshop, design system, leadership, wireframing, problem solving, user research, prototyping",senior level,8,ux / ui designer,teknis wajib menguasai uiux photoshop design system leadership wireframing problem solving user research serta prototyping memiliki kemampuan problem solving yang baik sangat diutamakan,
d5f9813d-6cfb-4ad9-83c9-ad17c97fd66b,full stack developer,"postgresql, negosiasi, problem solving, mongodb, nuxt.js",,5,fullstack developer,teknis wajib menguasai postgresql negosiasi problem solving mongodb serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
80e1e142-667e-49b4-a159-a003742380d7,full stack developer,"postgresql, docker, jira, fastapi, agile, mongodb, redis",,7,fullstack developer,teknis wajib menguasai postgresql docker jira fastapi agile mongodb serta redis memiliki kemampuan problem solving yang baik sangat diutamakan,
a3460ec2-5c68-403e-aebc-a399c4ed4c85,data analyst,"statistika, powerbi, agile, tensorflow, pandas, tableau",senior level,6,data analyst,teknis wajib menguasai statistika powerbi agile tensorflow pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
f6fcade5-5253-464c-ae6a-b276c5a18ee0,data scientist,"komunikasi, powerbi, scikit-learn, strategic planning, tensorflow, sql, pandas",,7,researcher,teknis wajib menguasai komunikasi powerbi scikitlearn strategic planning tensorflow sql serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
31e7db21-8e1b-4fd0-ad81-cc621bef119b,frontend developer,"javascript, fastapi, leadership, strategic planning, redis, node.js, mongodb",entry level,7,frontend developer,teknis wajib menguasai javascript fastapi leadership strategic planning redis nodejs serta mongodb memiliki kemampuan problem solving yang baik sangat diutamakan,
e22cf709-06de-4091-b006-0329f0592353,data analyst,"jira, data visualization, scikit-learn, machine learning, problem solving",,5,data analyst,teknis wajib menguasai jira data visualization scikitlearn machine learning serta problem solving memiliki kemampuan problem solving yang baik sangat diutamakan,
a3205725-1560-4d0e-86e4-452567ced3d2,data analyst,"project management, statistika, data visualization, problem solving, tensorflow, sql, tableau",entry level,7,data analyst,teknis wajib menguasai project management statistika data visualization problem solving tensorflow sql serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
59082e35-8356-466a-aa93-b68820442a30,product manager,"negosiasi, problem solving, project management, komunikasi",,4,product manager,teknis wajib menguasai negosiasi problem solving project management serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
e7141581-f533-412d-898c-b0f6400033ce,frontend developer,"javascript, fastapi, typescript, problem solving, strategic planning, redis, nuxt.js",,7,frontend developer,teknis wajib menguasai javascript fastapi typescript problem solving strategic planning redis serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
14040895-d7e6-4595-9d30-7b2113b4c5e2,devops engineer,"vue.js, komunikasi, docker, typescript",senior level,4,devops / cloud engineer,teknis wajib menguasai vuejs komunikasi docker serta typescript memiliki kemampuan problem solving yang baik sangat diutamakan,
734b9c5d-7ec0-4b5d-a1d8-53570f1e79b8,it recruiter,"project management, jira, problem solving, strategic planning, komunikasi",,5,hr / recruiter,teknis wajib menguasai project management jira problem solving strategic planning serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
f9be1b1e-8383-4585-b5e8-9deb831d4bdd,data scientist,"statistika, data visualization, leadership, strategic planning, pandas",entry level,5,researcher,teknis wajib menguasai statistika data visualization leadership strategic planning serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
a599f59e-aa5e-467c-9402-f0ad255d94d2,product manager,"project management, jira, scrum, negosiasi, leadership, strategic planning, komunikasi",entry level,7,product manager,teknis wajib menguasai project management jira scrum negosiasi leadership strategic planning serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
002b35f8-6e5a-470e-968d-faab5c8e16ab,devops engineer,"javascript, typescript, negosiasi, python, node.js",,5,devops / cloud engineer,teknis wajib menguasai javascript typescript negosiasi python serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
8b403c74-3d22-4439-85e2-3d70064fd532,frontend developer,"postgresql, jira, git, typescript, negosiasi, python",,6,frontend developer,teknis wajib menguasai postgresql jira git typescript negosiasi serta python memiliki kemampuan problem solving yang baik sangat diutamakan,
1d587ada-26f9-4fd8-90ad-fdc2a8032944,full stack developer,"nuxt.js, problem solving, docker, typescript",entry level,4,fullstack developer,teknis wajib menguasai nuxtjs problem solving docker serta typescript memiliki kemampuan problem solving yang baik sangat diutamakan,
b2c59c2c-20a7-4f3e-8bc7-4ab3de7ad7ec,ui/ux designer,"project management, ui/ux, photoshop, adobe illustrator, wireframing, agile, user research",,7,ux / ui designer,teknis wajib menguasai project management uiux photoshop adobe illustrator wireframing agile serta user research memiliki kemampuan problem solving yang baik sangat diutamakan,
1a95b09e-500f-4186-a659-06d33525bd9c,ui/ux designer,"adobe illustrator, negosiasi, leadership, user research, figma",entry level,5,ux / ui designer,teknis wajib menguasai adobe illustrator negosiasi leadership user research serta figma memiliki kemampuan problem solving yang baik sangat diutamakan,
226ca649-efd9-4b76-80e5-7ce6f1a2e02c,frontend developer,"postgresql, fastapi, vue.js, python, agile, komunikasi, node.js",,7,frontend developer,teknis wajib menguasai postgresql fastapi vuejs python agile komunikasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
72db81f7-75db-47a7-acf6-75d2d7497ffa,data analyst,"project management, data visualization, python, agile, sql, pandas, tableau",,7,data analyst,teknis wajib menguasai project management data visualization python agile sql pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
4f865bec-dc0d-41b9-a73c-ea2e9a8c6a4b,backend developer,"project management, javascript, docker, react, fastapi, typescript, nuxt.js",entry level,7,backend developer,teknis wajib menguasai project management javascript docker react fastapi typescript serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
da940686-18e1-4f13-8a51-4a055037d490,data scientist,"statistika, scikit-learn, python, r, komunikasi, tableau",entry level,6,researcher,teknis wajib menguasai statistika scikitlearn python r komunikasi serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
ed1f6b26-9f7c-4f20-89ca-08a660b4bdc6,full stack developer,"javascript, python, nuxt.js, komunikasi",,4,fullstack developer,teknis wajib menguasai javascript python nuxtjs serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
00f34465-acc1-4785-8309-3e6cd5241385,it recruiter,"project management, agile, jira, komunikasi",entry level,4,hr / recruiter,teknis wajib menguasai project management agile jira serta komunikasi memiliki kemampuan problem solving yang baik sangat diutamakan,
4fa37800-837a-40ca-bca2-ef8cd15d46f1,machine learning engineer,"statistika, negosiasi, leadership, python, pandas",,5,data scientist / ml engineer,teknis wajib menguasai statistika negosiasi leadership python serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
bffc8d0c-a939-48d1-a485-d09cf4fe7558,frontend developer,"project management, typescript, vue.js, python, agile, node.js",,6,frontend developer,teknis wajib menguasai project management typescript vuejs python agile serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
6d115499-edd5-43e4-b7bd-2c328d42aa80,data scientist,"data visualization, scrum, machine learning, leadership, tableau",entry level,5,researcher,teknis wajib menguasai data visualization scrum machine learning leadership serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
669fd704-3512-4da9-b682-dd19fbd4808b,data analyst,"statistika, powerbi, scikit-learn, strategic planning, tensorflow",entry level,5,data analyst,teknis wajib menguasai statistika powerbi scikitlearn strategic planning serta tensorflow memiliki kemampuan problem solving yang baik sangat diutamakan,
dfe92c01-6214-4199-ac07-e5af9166132f,data scientist,"scikit-learn, scrum, machine learning, pandas, tableau",,5,researcher,teknis wajib menguasai scikitlearn scrum machine learning pandas serta tableau memiliki kemampuan problem solving yang baik sangat diutamakan,
81afe7ce-4180-405f-bc05-cd1b93b03bdc,data scientist,"jira, machine learning, tensorflow, komunikasi, pandas",,5,researcher,teknis wajib menguasai jira machine learning tensorflow komunikasi serta pandas memiliki kemampuan problem solving yang baik sangat diutamakan,
82d2b6e4-8cb9-4c8f-b974-f76f97381791,backend developer,"docker, javascript, fastapi, python, strategic planning, nuxt.js",,6,backend developer,teknis wajib menguasai docker javascript fastapi python strategic planning serta nuxtjs memiliki kemampuan problem solving yang baik sangat diutamakan,
4d8c6aa6-11c8-42bf-8d24-2f2ac89e2e2b,full stack developer,"docker, javascript, jira, typescript, negosiasi, node.js",senior level,6,fullstack developer,teknis wajib menguasai docker javascript jira typescript negosiasi serta nodejs memiliki kemampuan problem solving yang baik sangat diutamakan,
